file_name,word_order,padanum,headword,stem,morphids,lexids,root,comment,selected
mbh12_26084.xml,9,22,upaSrutim,upaSruti,f2s,pn,,,
mbh12_26084.xml,10,23,A,A,i,preverb,,,
mbh12_26084.xml,11,24,hvaya,hU,ipv[1] a2s,,,,
mbh12_25953.xml,0,1,tamaH,tamas,n1s,,,,
mbh12_25953.xml,1,4,iti,iti,i,,,,y
mbh12_25953.xml,2,6,eva,eva,i,,,,y
mbh12_25953.xml,3,8,aBi,aBi,iic,preverb,,,
mbh12_25953.xml,4,11,BUte,BUta,n7s,pp.,BU_1,,y
mbh12_25953.xml,5,15,a,a,iic,,,,
mbh12_25953.xml,6,,saYjYake,saYjYaka,n1s,ctp na,,,
mbh12_25953.xml,7,16,a,a,iic,,,,y
mbh12_25953.xml,8,17,dvitIye,dvitIya,n7s,,,,y
mbh12_25953.xml,9,18,prati,prati,iic,preverb,,,
mbh12_25953.xml,10,19,sTite,sTita,n7s,pp.,sTA_1,,y
mbh12_26038.xml,0,1,aTa,aTa,i,,,,y
mbh12_26038.xml,1,2,indraH,indra,m1s,pn,,,
mbh12_26038.xml,2,3,tam,tad,m2s,,,,y
mbh12_26038.xml,3,4,vi,vi,iic,preverb,,,
mbh12_26038.xml,4,6,varDamAnam,varDamAna,m2s,ppr. [1] md.,vfD_1,,y
mbh12_26038.xml,5,11,soma,soma,iic,,,,
mbh12_26038.xml,6,,pAna,pAna,iic,ctp6,,,
mbh12_26038.xml,7,,A,A,iic,preverb,,,
mbh12_26038.xml,8,,pyAyita,pyAyita,iic,ctp3,pyE,,
mbh12_26038.xml,9,,sarva,sarva,iic,ck,,,
mbh12_26038.xml,10,,gAtram,gAtra,n2s,bv,,,
mbh12_26038.xml,11,12,dfzwvA,dfzwvA,i,abs,dfS_1,,
mbh12_26038.xml,12,13,cintAm,cintA,f2s,,,,y
mbh12_26038.xml,13,14,A,A,i,preverb,,,
mbh12_26038.xml,14,15,pede,pad_1,prf m3s,,,,y
mbh03_14568.xml,0,1,evam,evam,i,,,,y
mbh03_14568.xml,1,2,ukte,ukta,n7s,pp.,vac,,y
mbh03_14568.xml,2,14,vAmadevena,vAmadeva,m3s,pn,,,
mbh03_14568.xml,3,26,rAjan,rAjan,mvs,,,,y
mbh03_14568.xml,4,27,sam,sam,i,preverb,,,
mbh03_14568.xml,5,31,ut,ud,i,preverb,,,
mbh03_14568.xml,6,33,tasTuH,sTA_1,prf a3p,,,,y
mbh03_14568.xml,7,35,rAkzasAH,rAkzasa,m1p,,,,y
mbh03_14568.xml,8,38,Gora,Gora,iic,,,,y
mbh03_14568.xml,9,39,rUpAH,rUpa,m1p,cbv,,,
mbh03_14647.xml,0,2,sADu,sADu,i,,,,
mbh03_14647.xml,1,9,A,A,i,preverb,,,
mbh03_14647.xml,2,11,gamyatAm,gam,ipv p3s,,,,y
mbh03_14647.xml,3,15,tAvat,tAvat,i,i,,,
mbh03_14647.xml,4,16,iti,iti,i,,,,y
mbh03_14513.xml,0,1,saH,tad,m1s,,,,y
mbh03_14513.xml,1,2,evam,evam,i,,,,y
mbh03_14513.xml,2,3,uktaH,ukta,m1s,pp.,vac,,y
mbh03_14513.xml,3,4,rAja,rAjan,iic,,,,y
mbh03_14513.xml,4,5,Baya,Baya,iic,ctp5,,,
mbh03_14513.xml,5,7,BItaH,BIta,m1s,"adj pp., ctp5",BI_1,,
mbh03_14513.xml,6,21,vAmadeva,vAmadeva,iic,pn,,,
mbh03_14513.xml,7,28,SApa,SApa,iic,ctp6,,,
mbh03_14513.xml,8,39,BItaH,BIta,m1s,"adj pp., ctp5",BI_1,,
mbh03_14513.xml,9,42,ca,ca,i,,,,y
mbh03_14513.xml,10,43,san,sat,m1s,ppr. [2] ac.,as_1,,y
mbh03_14513.xml,11,44,A,A,i,preverb,,,
mbh03_14513.xml,12,45,caKyO,KyA,prf a3s,,,,y
mbh03_14513.xml,13,46,rAjYe,rAjan,m4s,,,,y
mbh12_25992.xml,0,2,brAhmaRAnAm,brAhmaRa,m6p,,,,y
mbh12_25992.xml,1,4,matiH,mati,f1s,,,,y
mbh12_25992.xml,2,6,vAkyam,vAkya,n1s,,,,y
mbh12_25992.xml,3,8,karma,karman,n1s,,,,y
mbh12_25992.xml,4,10,SradDA,SradDA_2,f1s,,,,y
mbh12_25992.xml,5,13,tapAMsi,tapas_1,n1p,,,,y
mbh12_25992.xml,6,14,ca,ca,i,,,,y
mbh03_14433.xml,0,1,arTI,arTin,m1s,,,,y
mbh03_14433.xml,1,2,tvayA,tvad,x3s,,,,y
mbh03_14433.xml,2,3,aham,aham,x1s,,,,y
mbh03_14433.xml,3,4,iti,iti,i,,,,y
mbh12_26123.xml,0,1,bfhaspatiH,bfhaspati,m1s,,,,y
mbh12_26123.xml,1,2,ca,ca,i,,,,y
mbh12_26123.xml,2,3,ASva,ASva,iic,,,,y
mbh12_26123.xml,3,7,meDam,meDa,m2s,ctp6,,,
mbh12_26123.xml,4,9,mahA,mahat,iic,,,,y
mbh12_26123.xml,5,12,kratum,kratu,m2s,ck,,,
mbh12_26123.xml,6,15,SakrAya,Sakra,m4s,pn,,,
mbh12_26123.xml,7,,A,A,i,preverb,,,
mbh12_26123.xml,8,25,aharat,hf_1,ipf[1] a3s,,,,
mbh12_13916.xml,0,1,yaH,ya_1,m1s,,,,y
mbh12_13916.xml,1,2,tu,tu,i,,,,
mbh12_13916.xml,2,,etEH,etad,n3p,,,,
mbh12_13916.xml,3,4,SArIrEH,SArIra,n3p,,,,y
mbh12_13916.xml,4,7,mAnasEH,mAnasa,m3p,,,,y
mbh12_13916.xml,5,24,duHKEH,duHKa,n3p,,,,y
mbh12_13916.xml,6,27,na,na,i,,,,y
mbh12_13916.xml,7,28,spfSyate,spfS_1,pre p3s,,,,y
mbh12_13916.xml,8,29,sa,tad,m1s,,,,y
mbh12_13916.xml,9,30,suKam,suKa,n2s,,,,y
mbh12_13916.xml,10,33,veda,vid_1,prf a3s,,,,y
mbh12_13905.xml,0,1,tasmAt,tad,n5s,,,,y
mbh12_13905.xml,1,2,brUmaH,brU,pre[2] a1p,,,,y
mbh12_13905.xml,2,3,na,na,i,,,,y
mbh12_13905.xml,3,4,mahA,mahat,iic,,,,y
mbh12_13905.xml,4,5,AtmaBiH,Atman,m3p,ck,,,
mbh12_13905.xml,5,6,ayam,ayam,m1s,,,,y
mbh12_13905.xml,6,7,prati,prati,iic,preverb,,,
mbh12_13905.xml,7,8,gfhItaH,gfhIta,m1s,pp.,grah,,y
mbh12_13905.xml,8,11,na,na,i,,,,y
mbh12_13905.xml,9,13,tu,tu,i,,,,y
mbh12_13905.xml,10,16,eza,eza,m1s,,,,y
mbh12_13905.xml,11,17,tAvat,tAvat,n2s,,,,
mbh12_13905.xml,12,18,vi,vi,iic,preverb,,,
mbh12_13905.xml,13,19,SizwaH,Sizwa_1,m1s,adj pp.,Siz,,
mbh12_13905.xml,14,20,guRaH,guRa,m1s,,,,y
mbh12_13905.xml,15,22,iti,iti,i,,,,y
mbh12_13905.xml,16,23,na,na,i,,,,y
mbh12_13905.xml,17,24,etat,eza,n1s,,,,y
mbh12_13905.xml,18,26,BagavataH,Bagavat,m6s,,,,y
mbh12_13905.xml,19,29,prati,prati,i,preverb,,,
mbh12_13905.xml,20,30,emi,i,pre[2] a1s,,,,y
mbh12_13911.xml,0,1,kroDa,kroDa,iic,,,,y
mbh12_13911.xml,1,2,loBa,loBa,iic,cd,,,
mbh12_13911.xml,2,3,moha,moha,iic,cd,,,
mbh12_13911.xml,3,4,mAna,mAna_1,iic,cd,,,
mbh12_13911.xml,4,5,an,an_1,iic,,,,y
mbh12_13911.xml,5,6,fta,fta,iic,"pp., ctp na",f,,
mbh12_13911.xml,6,7,AdiBiH,Adi,m3p,cd,,,
mbh12_13911.xml,7,8,avat,ava,iic,preverb,,,
mbh12_13911.xml,8,9,CannAH,Canna,m1p,pp.,Cad_1,,
mbh12_13911.xml,9,13,na,na,i,,,,y
mbh12_13911.xml,10,15,Kalu,Kalu,i,,,,y
mbh12_13911.xml,11,17,asmin,ayam,m7s,,,,y
mbh12_13911.xml,12,18,loke,loka,m7s,,,,y
mbh12_13911.xml,13,19,na,na,i,,,,y
mbh12_13911.xml,14,20,ca,ca,i,,,,y
mbh12_13911.xml,15,21,amutra,amutra,i,,,,
mbh12_13911.xml,16,22,suKam,suKa,n2s,,,,y
mbh12_13911.xml,17,25,Apnuvanti,Ap,pre[5] a3p,,,,y
mbh12_25994.xml,0,1,na,na,i,,,,y
mbh12_25994.xml,1,2,asti,as_1,pre[2] a3s,,,,y
mbh12_25994.xml,2,5,satyAt,satya,m5s,,,,y
mbh12_25994.xml,3,10,paraH,para,m1s,,,,y
mbh12_25994.xml,4,11,DarmaH,Darma,m1s,,,,y
mbh12_25994.xml,5,12,na,na,i,,,,y
mbh12_25994.xml,6,13,asti,as_1,pre[2] a3s,,,,y
mbh12_25994.xml,7,14,mAtf,mAtf,iic,,,,y
mbh12_25994.xml,8,15,samaH,sama,m1s,ctp3,,,
mbh12_25994.xml,9,16,guruH,guru,m1s,,,,y
mbh12_26125.xml,0,1,tataH,tatas,i,,,,y
mbh12_26125.xml,1,2,sa,tad,m1s,,,,y
mbh12_26125.xml,2,3,deva,deva,iic,,,,y
mbh12_26125.xml,3,4,rAw,rAj_2,m1s,,,,y
mbh12_26125.xml,4,5,devEH,deva,m3p,,,,y
mbh12_26125.xml,5,8,fziBiH,fzi,m3p,,,,y
mbh12_26125.xml,6,9,stUyamAnaH,stUyamAna,m1s,ppr. ps.,stu,,y
mbh12_26125.xml,7,10,tri,tri,iic,,,,y
mbh12_26125.xml,8,11,vizwapa,vizwapa,iic,,,,
mbh12_26125.xml,9,14,sTaH,sTa,m1s,ctp6,,,
mbh12_26125.xml,10,15,nizkalmazaH,nizkalmaza,m1s,,,,
mbh12_26125.xml,11,16,baBUva,BU_1,prf a3s,,,,y
mbh12_13889.xml,0,1,SArIrEH,SArIra,m3p,,,,y
mbh12_13889.xml,1,2,mAnasEH,mAnasa,m3p,,,,y
mbh12_13889.xml,2,3,duHKEH,duHKa,m3p,,,,y
mbh12_13889.xml,3,4,suKEH,suKa,m3p,,,,y
mbh12_13889.xml,4,9,ca,ca,i,,,,y
mbh12_13889.xml,5,20,api,api,i,,,,y
mbh12_13889.xml,6,23,a,a,iic,,,,y
mbh12_13889.xml,7,25,suKa,suKa,iic,ctp na,,,
mbh12_13889.xml,8,32,udayEH,udaya,m3p,ctp6,,,
mbh03_14559.xml,0,1,Goram,Gora,n2s,adj,,,
mbh03_14559.xml,1,2,vratam,vrata,n2s,,,,y
mbh03_14559.xml,2,3,brAhmaRasya,brAhmaRa,m6s,,,,y
mbh03_14559.xml,3,4,etat,etad,n1s,,,,
mbh03_14559.xml,4,5,AhuH,ah,prf a3p,,,,y
mbh03_14559.xml,5,6,etat,etad,n1s,,,,
mbh03_14559.xml,6,7,rAjan,rAjan,mvs,,,,y
mbh03_14559.xml,7,8,yat,yad,n1s,,,,
mbh03_14559.xml,8,9,iha,iha,i,,,,y
mbh03_14559.xml,9,10,a,a,iic,,,,
mbh03_14559.xml,10,27,jIvamAnaH,jIvamAna,m1s,"ppr. [1] md., ctp na",jIv,,
mbh03_14453.xml,0,1,sa,tad,m1s,,,,y
mbh03_14453.xml,1,2,tasya,tad,m6s,,,,y
mbh03_14453.xml,2,4,vacanAt,vacana,n5s,,,,y
mbh03_14453.xml,3,6,tayA,tad,f3s,,,,y
mbh03_14453.xml,4,8,eva,eva,i,,,,y
mbh03_14453.xml,5,10,saha,saha,i,,,,y
mbh03_14453.xml,6,12,devyA,deva,f3s,,,,y
mbh03_14453.xml,7,13,tat,tad,n2s,,,,y
mbh03_14453.xml,8,14,vanam,vana,n2s,,,,y
mbh03_14453.xml,9,15,pra,pra,i,preverb,,,
mbh03_14453.xml,10,17,aviSat,viS_1,ipf[6] a3s,,,,y
mbh12_13926.xml,0,1,prajA,prajA,m1p,,,,
mbh12_13926.xml,1,2,vi,vi,i,preverb,,,
mbh12_13926.xml,2,4,pari,pari,i,preverb,,,
mbh12_13926.xml,3,7,vartante,vft_1,pre[1] m3p,,,,y
mbh12_13926.xml,4,12,svEH,sva,m3p,,,,y
mbh12_13926.xml,5,15,svEH,sva,m3p,,,,
mbh12_13926.xml,6,18,karmaBiH,karman,n3p,,,,y
mbh12_13926.xml,7,19,A,A,iic,,,,
mbh12_13926.xml,8,20,vftAH,vfta_1,m1p,pp.,vf_1,,y
mbh12_25943.xml,0,1,ekayonitvAt,ekayonitva,n5s,,,,
mbh12_25943.xml,1,2,ca,ca,i,,,,y
mbh12_25943.xml,2,3,parasparam,paraspara,n1s,,,,y
mbh12_25943.xml,3,6,arhantaH,arhat,m1p,,,,
mbh12_25943.xml,4,8,lokAn,loka,m2p,,,,y
mbh12_25943.xml,5,10,DArayate,Df,cau pre m3s,,,,y
mbh12_25943.xml,6,15,iti,iti,i,,,,y
mbh03_14652.xml,0,1,kim,ka_1,n1s,,,,y
mbh03_14652.xml,1,2,aham,asmad,x1s,,,,
mbh03_14652.xml,2,3,enam,ena,m2s,,,,y
mbh03_14652.xml,3,4,na,na,i,,,,y
mbh03_14652.xml,4,6,prati,prati,i,preverb,,,
mbh03_14652.xml,5,8,aBi,aBi,i,preverb,,,
mbh03_14652.xml,6,9,jAnAmi,jYA_1,pre[9] a1s,,,,
mbh03_14650.xml,0,1,BavAn,Bavat_2,m1s,,,,y
mbh03_14650.xml,1,3,indradyumnam,indradyumna,m2s,adj pn,,,
mbh03_14650.xml,2,6,rAjAnam,rAjan,m2s,,,,y
mbh03_14650.xml,3,10,aBi,aBi,i,preverb,,,
mbh03_14650.xml,4,11,jAnAti,jYA_1,pre[9] a3s,,,,y
mbh03_14650.xml,5,12,iti,iti,i,,,,y
mbh03_14618.xml,0,1,na,na,i,,,,y
mbh03_14618.xml,1,2,vayam,asmad,x1p,,,,
mbh03_14618.xml,2,3,rAsAyanikAH,rAsAyanika,m1p,,,,
mbh03_14618.xml,3,,SarIra,SarIra,iic,,,,
mbh03_14618.xml,4,4,upatApena,upatApa,m3s,ctp6,,,
mbh03_14618.xml,5,,AtmanaH,Atman,m6s,,,,
mbh03_14618.xml,6,5,sam,sam,i,preverb,,,
mbh03_14618.xml,7,7,A,A,i,preverb,,,
mbh03_14618.xml,8,17,raBAmahe,raB,pre[1] m1p,,,,y
mbh03_14618.xml,9,22,arTAnAm,arTa,m6p,,,,y
mbh03_14618.xml,10,24,anuzWAnam,anuzWAna,n2s,,,,y
mbh12_26124.xml,0,1,tataH,tatas,i,,,,y
mbh12_26124.xml,1,2,kfzRa,kfzRa,iic,,,,y
mbh12_26124.xml,2,3,sAraNgam,sAraNga,m2s,ck,,,
mbh12_26124.xml,3,4,meDyam,meDya,m2s,adj,,,
mbh12_26124.xml,4,5,aSvam,aSva,m2s,,,,y
mbh12_26124.xml,5,6,ut,ud,iic,preverb,,,
mbh12_26124.xml,6,7,sfjya,sfj_1,i,,,,y
mbh12_26124.xml,7,8,vAhanam,vAhana,n2s,,,,y
mbh12_26124.xml,8,12,tam,tad,m2s,,,,y
mbh12_26124.xml,9,13,eva,eva,i,,,,y
mbh12_26124.xml,10,14,kftvA,kftvA,i,abs,kf,,
mbh12_26124.xml,11,,indram,indra,m2s,pn,,,
mbh12_26124.xml,12,15,marut,marut,iic,,,,y
mbh12_26124.xml,13,16,patim,pati,m2s,adj ctp6,,,
mbh12_26124.xml,14,17,bfhaspatiH,bfhaspati,m1s,,,,y
mbh12_26124.xml,15,19,sva,sva,iic,,,,y
mbh12_26124.xml,16,21,sTAnam,sTAna,n2s,,,,y
mbh12_26124.xml,17,25,pra,pra,iic,preverb,,,
mbh12_26124.xml,18,26,ApayAm,ApayAm,i,ppf actn,Ap,,
mbh12_26124.xml,19,28,Asa,as_1,prf a3s,,,,y
mbh03_14547.xml,0,1,pra,pra,i,preverb,,,
mbh03_14547.xml,1,2,yacCa,yam,ipv[1] a2s,,,,y
mbh03_14547.xml,2,3,vAmyO,vAmya,m2d,,,,
mbh03_14547.xml,3,9,mama,asmad,x6s,,,,
mbh03_14547.xml,4,10,pArTiva,pArTiva,mvs,,,,y
mbh03_14547.xml,5,11,tvam,yuzmad,x1s,,,,
mbh03_14547.xml,6,12,kftam,kfta,n1s,adj pp.,kf_1,,
mbh03_14547.xml,7,13,hi,hi_1,i,,,,y
mbh03_14547.xml,8,14,te,tvad,x6s,,,,y
mbh03_14547.xml,9,17,kAryam,kArya,n1s,pfp. [1],kf_1,,y
mbh03_14547.xml,10,21,anyEH,anya,n3p,,,,y
mbh03_14547.xml,11,24,a,a,iic,,,,y
mbh03_14547.xml,12,25,Sakyam,Sakya,n1s,"adj pfp. [1], ctp na",Sak,,
mbh12_13945.xml,0,1,tezAm,tad,m6p,,,,y
mbh12_13945.xml,1,2,sve,sva,m1p,,,,y
mbh12_13945.xml,2,3,sve,sva,m1p,,,,y
mbh12_13945.xml,3,5,ye,ya_1,m1p,,,,y
mbh12_13945.xml,4,7,AcArAH,AcAra,m1p,,,,y
mbh12_13945.xml,5,11,tAn,tad,m2p,,,,y
mbh12_13945.xml,6,12,me,aham,x4s,,,,y
mbh12_13945.xml,7,13,vaktum,vaktum,i,inf,vac,,
mbh12_13945.xml,8,14,iha,iha,i,,,,y
mbh12_13945.xml,9,15,arhasi,arh,pre[1] a2s,,,,y
mbh03_14643.xml,0,1,sa,tad,m1s,,,,y
mbh03_14643.xml,1,2,mattaH,asmad,x5s,,,,
mbh03_14643.xml,2,3,cira,cira,iic,,,,y
mbh03_14643.xml,3,6,jAta,jAta,iic,"pp., ck",jan,,
mbh03_14643.xml,4,21,taraH,tara,m1s,,,,y
mbh03_14643.xml,5,27,iti,iti,i,,,,y
mbh12_26039.xml,0,1,devAH,deva,m1p,,,,y
mbh12_26039.xml,1,2,ca,ca,i,,,,y
mbh12_26039.xml,2,3,te,tad,m1p,,,,y
mbh12_26039.xml,3,5,saha,saha,i,,,,y
mbh12_26039.xml,4,7,indreRa,indra,m3s,,,,y
mbh12_26039.xml,5,8,brahmARam,brahman,m2s,,,,y
mbh12_26039.xml,6,9,aBi,aBi,i,preverb,,,
mbh12_26039.xml,7,10,jagmuH,gam,prf a3p,,,,y
mbh12_26039.xml,8,11,UcuH,uc,prf a3p,,,,y
mbh12_26039.xml,9,12,ca,ca,i,,,,y
mbh12_26036.xml,0,1,tEH,tad,m3p,,,,y
mbh12_26036.xml,1,2,mantrEH,mantra,m3p,,,,y
mbh12_26036.xml,2,3,pra,pra,i,preverb,,,
mbh12_26036.xml,3,4,avarData,vfD_1,ipf[1] m3s,,,,
mbh12_26036.xml,4,6,triSirAH,triSiras,m1s,pn,,,
mbh12_25942.xml,0,1,devAH,deva,m1p,,,,y
mbh12_25942.xml,1,2,ca,ca,i,,,,y
mbh12_25942.xml,2,3,agni,agni,iic,,,,y
mbh12_25942.xml,3,5,muKAH,muKa,m1p,bv,,,
mbh12_25942.xml,4,7,iti,iti,i,,,,y
mbh12_26079.xml,0,1,asti,as_1,pre[2] a3s,,,,y
mbh12_26079.xml,1,2,mama,aham,x6s,,,,y
mbh12_26079.xml,2,3,kim,ka_1,n1s,,,,y
mbh12_26079.xml,3,4,cit,cid_1,i,,,,y
mbh12_26079.xml,4,5,vratam,vrata,n1s,,,,y
mbh12_26079.xml,5,,a,a,iic,,,,
mbh12_26079.xml,6,6,pari,pari,iic,preverb,,,
mbh12_26079.xml,7,14,ava,ava,iic,preverb,,,
mbh12_26079.xml,8,19,sitam,sita_1,n1s,"adj pp., ctp na",sA_1,,
mbh03_14417.xml,0,1,tam,tad,m2s,,,,y
mbh03_14417.xml,1,2,eka,eka,iic,,,,y
mbh03_14417.xml,2,4,aSvena,aSva,m3s,cdvigu,,,
mbh03_14417.xml,3,6,mfgam,mfga,m2s,,,,y
mbh03_14417.xml,4,7,anu,anu_1,iic,preverb,,,
mbh03_14417.xml,5,12,sarantam,sarat,m2s,adj ppr. [1] ac.,sf,,
mbh03_14417.xml,6,18,mfgaH,mfga,m1s,,,,y
mbh03_14417.xml,7,19,dUram,dUra,n2s,,,,y
mbh03_14417.xml,8,24,apa,apa,i,preverb,,,
mbh03_14417.xml,9,30,aharat,hf_1,ipf[1] a3s,,,,y
mbh03_14596.xml,0,1,mArkaRqeyaH,mArkaRqeya,m1s,pn,,,
mbh03_14596.xml,1,7,uvAca,vac,prf a3s,,,,y
mbh03_14437.xml,0,1,tAm,tad,f2s,,,,y
mbh03_14437.xml,1,2,rAjA,rAjan,m1s,,,,y
mbh03_14437.xml,2,4,samayam,samaya,m2s,,,,y
mbh03_14437.xml,3,10,apfcCat,praS,ipf[6] a3s,,,,y
mbh01_970.xml,0,2,kena,ka_1,m3s,,,,y
mbh01_970.xml,1,11,asi,as_1,pre[2] a2s,,,,y
mbh01_970.xml,2,13,aBihataH,aBihata,m1s,pp.,han_1,,
mbh01_970.xml,3,18,iti,iti,i,,,,y
mbh12_13953.xml,0,1,gArhasTyam,gArhasTya,n2s,,,,
mbh12_13953.xml,1,3,Kalu,Kalu,i,,,,y
mbh12_13953.xml,2,5,dvitIyam,dvitIya,n2s,adj,,,
mbh12_13953.xml,3,6,ASramam,ASrama,n2s,,,,y
mbh12_13953.xml,4,7,vadanti,vad,pre[1] a3p,,,,y
mbh03_14564.xml,0,10,vAmadevaH,vAmadeva,m1s,pn,,,
mbh03_14564.xml,1,14,uvAca,vac,prf a3s,,,,y
mbh01_7114.xml,0,2,aditeH,aditi,f6s,,,,
mbh01_7114.xml,1,3,vivasvAn,vivasvat,m1s,,,,
mbh12_26175.xml,0,1,tena,tad,n3s,,,,y
mbh12_26175.xml,1,5,jagat,jagat,n1s,,,,
mbh12_26175.xml,2,10,DAryate,Df,cau pre p3s,,,,
mbh12_26048.xml,0,,sa,sa,iic,,,,
mbh12_26048.xml,1,1,indrAH,indra,m1p,cbv,,,
mbh12_26048.xml,2,5,devAH,deva,m1p,,,,y
mbh12_26048.xml,3,6,tam,tad,m2s,,,,y
mbh12_26048.xml,4,7,aBi,aBi,iic,preverb,,,
mbh12_26048.xml,5,9,gamya,gamya,i,,gam,,
mbh12_26048.xml,6,12,UcuH,uc,prf a3p,,,,y
mbh12_26048.xml,7,13,Bagavan,Bagavat,mvs,,,,y
mbh12_26048.xml,8,14,tapasaH,tapas_1,n5s,,,,
mbh12_26048.xml,9,17,kuSalam,kuSala,n1s,,,,
mbh12_26048.xml,10,19,a,a,iic,,,,
mbh12_26048.xml,11,20,viGnam,viGna,n1s,ctp na,,,
mbh12_26048.xml,12,22,ca,ca,i,,,,y
mbh12_26048.xml,13,23,iti,iti,i,,,,y
mbh03_14501.xml,0,1,aTa,aTa,i,,,,y
mbh03_14501.xml,1,2,kasya,ka_1,m6s,,,,y
mbh03_14501.xml,2,3,cit,cid_1,i,,,,y
mbh03_14501.xml,3,5,kAlasya,kAla_2,m6s,,,,y
mbh03_14501.xml,4,11,tasyAm,tad,f7s,,,,y
mbh03_14501.xml,5,12,kumArAH,kumAra,m1p,,,,y
mbh03_14501.xml,6,13,trayaH,tri,m1p,,,,
mbh03_14501.xml,7,14,tasya,tad,m6s,,,,y
mbh03_14501.xml,8,15,rAjYaH,rAjan,m6s,,,,y
mbh03_14501.xml,9,16,sam,sam,i,preverb,,,
mbh03_14501.xml,10,17,baBUvuH,BU_1,prf a3p,,,,
mbh03_14501.xml,11,18,SalaH,Sala,m1s,pn,,,
mbh03_14501.xml,12,19,dalaH,dala,m1s,pn,,,
mbh03_14501.xml,13,20,balaH,bala,m1s,pn,,,
mbh03_14501.xml,14,21,ca,ca,i,,,,
mbh03_14501.xml,15,22,iti,iti,i,,,,y
mbh12_13966.xml,0,1,SlokO,Sloka,m1d,,,,y
mbh12_13966.xml,1,2,ca,ca,i,,,,y
mbh12_13966.xml,2,3,atra,atra_1,i,,,,y
mbh12_13966.xml,3,4,BavataH,BU_1,pre[1] a3d,,,,y
mbh12_25963.xml,0,1,tataH,tata_2,m1s,,,,y
mbh12_25963.xml,1,2,BUta,bUta,iic,pp.,BU_2,,
mbh12_25963.xml,2,4,sarge,sarga,m7s,ctp6,,,
mbh12_25963.xml,3,5,pra,pra,iic,preverb,,,
mbh12_25963.xml,4,7,vftte,vftta,m7s,pp.,vft_1,,y
mbh12_25963.xml,5,8,prajA,prajA,iic,,,,y
mbh12_25963.xml,6,11,krama,krama,iic,ctp6,,,
mbh12_25963.xml,7,13,vaSAt,vaSa,m5s,ctp6,,,
mbh12_25963.xml,8,15,brahma,brahman,iic,,,,y
mbh12_25963.xml,9,16,kzatram,kzatra,n2s,cds,,,
mbh12_25963.xml,10,19,upa,upa,i,preverb,,,
mbh12_25963.xml,11,21,atizWat,sTA_1,ipf[1] a3s,,,,y
mbh03_14617.xml,0,1,tam,tad,m2s,,,,y
mbh03_14617.xml,1,2,aham,asmad,x1s,,,,
mbh03_14617.xml,2,3,abruvam,brU,ipf[2] a1s,,,,y
mbh12_25961.xml,0,1,sA,tad,f1s,,,,y
mbh12_25961.xml,1,2,viSvasya,viSva,m6s,,,,y
mbh12_25961.xml,2,6,jananI,janana,f1s,,,,y
mbh12_25961.xml,3,9,iti,iti,i,,,,y
mbh12_25961.xml,4,10,evam,evam,i,,,,y
mbh12_25961.xml,5,14,asya,ayam,n6s,,,,y
mbh12_25961.xml,6,16,ArTaH,ArTa,m1s,,,,y
mbh12_25961.xml,7,18,anu,anu,i,,,,y
mbh12_25961.xml,8,19,BAzyate,BAz,pre p3s,,,,y
mbh12_13913.xml,0,1,vaDa,vaDa,iic,cd,,,
mbh12_13913.xml,1,2,banDa,banDa,iic,cd,,,
mbh12_13913.xml,2,3,roga,roga,iic,cd,,,
mbh12_13913.xml,3,4,parikleSa,parikleSa,iic,cd,,,
mbh12_13913.xml,4,8,AdiBiH,Adi,m3p,cbv,,,
mbh12_13913.xml,5,9,ca,ca,i,,,,y
mbh12_13913.xml,6,10,kzut,kzuD_2,iic,,,,y
mbh12_13913.xml,7,12,pipAsA,pipAsA,iic,cd,,,
mbh12_13913.xml,8,17,Srama,Srama,iic,cd,,,
mbh12_13913.xml,9,21,kftEH,kfta,n3p,"adj pp., ctp3",kf_1,,
mbh12_13913.xml,10,25,upatApEH,upatApa,n3p,,,,
mbh12_13913.xml,11,26,upa,upa,i,preverb,,,
mbh12_13913.xml,12,27,tapyante,tap,pre p3p,,,,y
mbh12_13919.xml,0,1,su,su,iic,,,,
mbh12_13919.xml,1,,suKaH,suKa,m1s,adj ctp prAdi,,,
mbh12_13919.xml,2,2,pavanaH,pavana,m1s,,,,y
mbh12_13919.xml,3,5,svarge,svarga,m7s,,,,y
mbh12_13919.xml,4,6,ganDaH,ganDa,m1s,,,,
mbh12_13919.xml,5,7,ca,ca,i,,,,y
mbh12_13919.xml,6,8,suraBiH,suraBi,m1s,adj,,,
mbh12_13919.xml,7,9,taTA,taTA,i,,,,y
mbh12_25946.xml,0,1,eza,eza,m1s,,,,y
mbh12_25946.xml,1,2,me,aham,x6s,,,,y
mbh12_25946.xml,2,3,saMSayaH,saMSaya,m1s,,,,y
mbh12_25946.xml,3,4,jAtaH,jAta,m1s,pp.,jan,,y
mbh12_25946.xml,4,5,tam,tad,m2s,,,,
mbh12_25946.xml,5,6,CinDi,Cid,ipv[7] a2s,,,,
mbh12_25946.xml,6,9,maDusUdana,maDusUdana,mvs,pn,,,
mbh03_14543.xml,0,1,sa,tad,m1s,,,,y
mbh03_14543.xml,1,2,gatvA,gatvA,i,abs,gam,,
mbh03_14543.xml,2,3,evam,evam,i,,,,y
mbh03_14543.xml,3,5,upADyAyAya,upADyAya,m4s,,,,y
mbh03_14543.xml,4,,A,A,i,preverb,,,
